freqency(kHz),area(mm2),RCA/STD,Dry/Wet,T21/T23,Voltage(V),Cm(pF),Ct(pF)
100,0.005,0,1,1,2.11,1.233,0
100,0.005,0,1,1,2.24,1.2506,0
100,0.005,0,1,1,2.37,1.2656,0
100,0.005,0,1,1,2.5,1.2852,0
100,0.0049,0,1,1,-4,8.6673,0
100,0.0049,0,1,1,-3.87,8.658,0
100,0.0049,0,1,1,-3.74,8.6462,0
100,0.0049,0,1,1,-3.61,8.6383,0
100,0.0049,0,1,1,-3.48,8.6233,0
100,0.0049,0,1,1,-3.35,8.6099,0
100,0.0049,0,1,1,-3.22,8.5937,0
100,0.0049,0,1,1,-3.09,8.5763,0
100,0.0049,0,1,1,-2.96,8.558,0
100,0.0049,0,1,1,-2.83,8.5323,0
100,0.0049,0,1,1,-2.7,8.4978,0
100,0.0049,0,1,1,-2.57,8.467,0
100,0.0049,0,1,1,-2.44,8.428,0
100,0.0049,0,1,1,-2.31,8.3851,0
100,0.0049,0,1,1,-2.18,8.3255,0
100,0.0049,0,1,1,-2.05,8.2576,0
100,0.0049,0,1,1,-1.92,8.1593,0
100,0.0049,0,1,1,-1.79,8.0275,0
100,0.0049,0,1,1,-1.66,7.8321,0
100,0.0049,0,1,1,-1.53,7.5283,0
100,0.0049,0,1,1,-1.4,7.0003,0
100,0.0049,0,1,1,-1.27,5.9965,0
100,0.0049,0,1,1,-1.14,4.227,0
100,0.0049,0,1,1,-1.01,2.4901,0
100,0.0049,0,1,1,-0.88,1.6961,0
100,0.0049,0,1,1,-0.75,1.3952,0
100,0.0049,0,1,1,-0.62,1.2612,0
100,0.0049,0,1,1,-0.49,1.1588,0
100,0.0049,0,1,1,-0.36,1.1032,0
100,0.0049,0,1,1,-0.23,1.093,0
100,0.0049,0,1,1,-0.1,1.089,0
100,0.0049,0,1,1,0.03,1.0912,0
100,0.0049,0,1,1,0.16,1.091,0
100,0.0049,0,1,1,0.29,1.0938,0
100,0.0049,0,1,1,0.42,1.0986,0
100,0.0049,0,1,1,0.55,1.0995,0
100,0.0049,0,1,1,0.68,1.103,0
100,0.0049,0,1,1,0.81,1.1068,0
100,0.0049,0,1,1,0.94,1.1111,0
100,0.0049,0,1,1,1.07,1.1134,0
100,0.0049,0,1,1,1.2,1.1178,0
100,0.0049,0,1,1,1.33,1.1163,0
100,0.0049,0,1,1,1.46,1.1208,0
100,0.0049,0,1,1,1.59,1.1243,0
100,0.0049,0,1,1,1.72,1.1258,0
100,0.0049,0,1,1,1.85,1.1305,0
100,0.0049,0,1,1,1.98,1.1337,0
100,0.0049,0,1,1,2.11,1.1363,0
100,0.0049,0,1,1,2.24,1.1374,0
100,0.0049,0,1,1,2.37,1.1407,0
100,0.0049,0,1,1,2.5,1.1425,0
100,0.0102,0,1,1,-4,16.4188,0
100,0.0102,0,1,1,-3.87,16.3968,0
100,0.0102,0,1,1,-3.74,16.3814,0
100,0.0102,0,1,1,-3.61,16.3598,0
100,0.0102,0,1,1,-3.48,16.3375,0
100,0.0102,0,1,1,-3.35,16.3147,0
100,0.0102,0,1,1,-3.22,16.2896,0
100,0.0102,0,1,1,-3.09,16.2567,0
100,0.0102,0,1,1,-2.96,16.2256,0
100,0.0102,0,1,1,-2.83,16.1865,0
100,0.0102,0,1,1,-2.7,16.1439,0
100,0.0102,0,1,1,-2.57,16.0882,0
100,0.0102,0,1,1,-2.44,16.0272,0
100,0.0102,0,1,1,-2.31,15.9546,0
100,0.0102,0,1,1,-2.18,15.8619,0
100,0.0102,0,1,1,-2.05,15.7508,0
100,0.0102,0,1,1,-1.92,15.6037,0
100,0.0102,0,1,1,-1.79,15.4041,0
100,0.0102,0,1,1,-1.66,15.1235,0
100,0.0102,0,1,1,-1.53,14.7037,0
100,0.0102,0,1,1,-1.4,14.0185,0
100,0.0102,0,1,1,-1.27,12.7935,0
100,0.0102,0,1,1,-1.14,10.3835,0
100,0.0102,0,1,1,-1.01,6.5741,0
100,0.0102,0,1,1,-0.88,3.7668,0
100,0.0102,0,1,1,-0.75,2.684,0
100,0.0102,0,1,1,-0.62,2.2461,0
100,0.0102,0,1,1,-0.49,2.0159,0
100,0.0102,0,1,1,-0.36,1.8656,0
100,0.0102,0,1,1,-0.23,1.8175,0
100,0.0102,0,1,1,-0.1,1.8176,0
100,0.0102,0,1,1,0.03,1.8271,0
100,0.0102,0,1,1,0.16,1.838,0
100,0.0102,0,1,1,0.29,1.8493,0
100,0.0102,0,1,1,0.42,1.8609,0
100,0.0102,0,1,1,0.55,1.8734,0
100,0.0102,0,1,1,0.68,1.8839,0
100,0.0102,0,1,1,0.81,1.8992,0
100,0.0102,0,1,1,0.94,1.9156,0
100,0.0102,0,1,1,1.07,1.9287,0
100,0.0102,0,1,1,1.2,1.9441,0
100,0.0102,0,1,1,1.33,1.9614,0
100,0.0102,0,1,1,1.46,1.9806,0
100,0.0102,0,1,1,1.59,1.9996,0
100,0.0102,0,1,1,1.72,2.0212,0
100,0.0102,0,1,1,1.85,2.0432,0
100,0.0102,0,1,1,1.98,2.0679,0
100,0.0102,0,1,1,2.11,2.0894,0
100,0.0102,0,1,1,2.24,2.1129,0
100,0.0102,0,1,1,2.37,2.1339,0
100,0.0102,0,1,1,2.5,2.1564,0
100,0.01,0,1,1,-4,16.8058,0
100,0.01,0,1,1,-3.87,16.7873,0
100,0.01,0,1,1,-3.74,16.7623,0
100,0.01,0,1,1,-3.61,16.7433,0
100,0.01,0,1,1,-3.48,16.7179,0
100,0.01,0,1,1,-3.35,16.6932,0
100,0.01,0,1,1,-3.22,16.6664,0
100,0.01,0,1,1,-3.09,16.6349,0
100,0.01,0,1,1,-2.96,16.595,0
100,0.01,0,1,1,-2.83,16.554,0
100,0.01,0,1,1,-2.7,16.5037,0
100,0.01,0,1,1,-2.57,16.4446,0
100,0.01,0,1,1,-2.44,16.379,0
100,0.01,0,1,1,-2.31,16.2998,0
100,0.01,0,1,1,-2.18,16.1958,0
100,0.01,0,1,1,-2.05,16.0656,0
100,0.01,0,1,1,-1.92,15.8993,0
100,0.01,0,1,1,-1.79,15.6738,0
100,0.01,0,1,1,-1.66,15.3521,0
100,0.01,0,1,1,-1.53,14.8614,0
100,0.01,0,1,1,-1.4,14.0364,0
100,0.01,0,1,1,-1.27,12.519,0
100,0.01,0,1,1,-1.14,9.6092,0
100,0.01,0,1,1,-1.01,5.7173,0
100,0.01,0,1,1,-0.88,3.4432,0
100,0.01,0,1,1,-0.75,2.6047,0
100,0.01,0,1,1,-0.62,2.252,0
100,0.01,0,1,1,-0.49,2.0197,0
100,0.01,0,1,1,-0.36,1.8826,0
100,0.01,0,1,1,-0.23,1.847,0
100,0.01,0,1,1,-0.1,1.8467,0
100,0.01,0,1,1,0.03,1.8478,0
100,0.01,0,1,1,0.16,1.8502,0
100,0.01,0,1,1,0.29,1.8541,0
100,0.01,0,1,1,0.42,1.8577,0
100,0.01,0,1,1,0.55,1.8605,0
100,0.01,0,1,1,0.68,1.8666,0
100,0.01,0,1,1,0.81,1.8713,0
100,0.01,0,1,1,0.94,1.8767,0
100,0.01,0,1,1,1.07,1.8808,0
100,0.01,0,1,1,1.2,1.8832,0
100,0.01,0,1,1,1.33,1.8883,0
100,0.01,0,1,1,1.46,1.8936,0
100,0.01,0,1,1,1.59,1.8974,0
100,0.01,0,1,1,1.72,1.8992,0
100,0.01,0,1,1,1.85,1.9076,0
100,0.01,0,1,1,1.98,1.908,0
100,0.01,0,1,1,2.11,1.9164,0
100,0.01,0,1,1,2.24,1.9186,0
100,0.01,0,1,1,2.37,1.9262,0
100,0.01,0,1,1,2.5,1.927,0
100,0.0026,0,1,1,-4,4.4261,0
100,0.0026,0,1,1,-3.87,4.4216,0
100,0.0026,0,1,1,-3.74,4.4153,0
100,0.0026,0,1,1,-3.61,4.4093,0
100,0.0026,0,1,1,-3.48,4.4036,0
100,0.0026,0,1,1,-3.35,4.3957,0
100,0.0026,0,1,1,-3.22,4.3889,0
100,0.0026,0,1,1,-3.09,4.3814,0
100,0.0026,0,1,1,-2.96,4.3717,0
100,0.0026,0,1,1,-2.83,4.3576,0
100,0.0026,0,1,1,-2.7,4.3444,0
100,0.0026,0,1,1,-2.57,4.3278,0
100,0.0026,0,1,1,-2.44,4.3097,0
100,0.0026,0,1,1,-2.31,4.2833,0
100,0.0026,0,1,1,-2.18,4.2539,0
100,0.0026,0,1,1,-2.05,4.214,0
100,0.0026,0,1,1,-1.92,4.1637,0
100,0.0026,0,1,1,-1.79,4.0948,0
100,0.0026,0,1,1,-1.66,3.9927,0
100,0.0026,0,1,1,-1.53,3.8338,0
100,0.0026,0,1,1,-1.4,3.5544,0
100,0.0026,0,1,1,-1.27,3.0227,0
100,0.0026,0,1,1,-1.14,2.1215,0
100,0.0026,0,1,1,-1.01,1.3004,0
100,0.0026,0,1,1,-0.88,0.9259,0
100,0.0026,0,1,1,-0.75,0.7883,0
100,0.0026,0,1,1,-0.62,0.7293,0
100,0.0026,0,1,1,-0.49,0.6955,0
100,0.0026,0,1,1,-0.36,0.6681,0
100,0.0026,0,1,1,-0.23,0.6658,0
100,0.0026,0,1,1,-0.1,0.6696,0
100,0.0026,0,1,1,0.03,0.6744,0
100,0.0026,0,1,1,0.16,0.6801,0
100,0.0026,0,1,1,0.29,0.6851,0
100,0.0026,0,1,1,0.42,0.6912,0
100,0.0026,0,1,1,0.55,0.6987,0
100,0.0026,0,1,1,0.68,0.7029,0
100,0.0026,0,1,1,0.81,0.7125,0
100,0.0026,0,1,1,0.94,0.72,0
100,0.0026,0,1,1,1.07,0.7256,0
100,0.0026,0,1,1,1.2,0.7328,0
100,0.0026,0,1,1,1.33,0.7401,0
100,0.0026,0,1,1,1.46,0.7489,0
100,0.0026,0,1,1,1.59,0.7591,0
100,0.0026,0,1,1,1.72,0.7676,0
100,0.0026,0,1,1,1.85,0.777,0
100,0.0026,0,1,1,1.98,0.7866,0
100,0.0026,0,1,1,2.11,0.7936,0
100,0.0026,0,1,1,2.24,0.8029,0
100,0.0026,0,1,1,2.37,0.8097,0
100,0.0026,0,1,1,2.5,0.8163,0
100,0.0025,0,1,1,-4,4.4269,0
100,0.0025,0,1,1,-3.87,4.4203,0
100,0.0025,0,1,1,-3.74,4.4188,0
100,0.0025,0,1,1,-3.61,4.4125,0
100,0.0025,0,1,1,-3.48,4.4076,0
100,0.0025,0,1,1,-3.35,4.3947,0
100,0.0025,0,1,1,-3.22,4.391,0
100,0.0025,0,1,1,-3.09,4.3804,0
100,0.0025,0,1,1,-2.96,4.37,0
100,0.0025,0,1,1,-2.83,4.3549,0
100,0.0025,0,1,1,-2.7,4.3447,0
100,0.0025,0,1,1,-2.57,4.3276,0
100,0.0025,0,1,1,-2.44,4.3082,0
100,0.0025,0,1,1,-2.31,4.2848,0
100,0.0025,0,1,1,-2.18,4.2519,0
100,0.0025,0,1,1,-2.05,4.2116,0
100,0.0025,0,1,1,-1.92,4.1569,0
100,0.0025,0,1,1,-1.79,4.0848,0
100,0.0025,0,1,1,-1.66,3.9664,0
100,0.0025,0,1,1,-1.53,3.7838,0
100,0.0025,0,1,1,-1.4,3.4533,0
100,0.0025,0,1,1,-1.27,2.8279,0
100,0.0025,0,1,1,-1.14,1.8945,0
100,0.0025,0,1,1,-1.01,1.221,0
100,0.0025,0,1,1,-0.88,0.9426,0
100,0.0025,0,1,1,-0.75,0.8385,0
100,0.0025,0,1,1,-0.62,0.7879,0
100,0.0025,0,1,1,-0.49,0.7426,0
100,0.0025,0,1,1,-0.36,0.7171,0
100,0.0025,0,1,1,-0.23,0.7107,0
100,0.0025,0,1,1,-0.1,0.7104,0
100,0.0025,0,1,1,0.03,0.7112,0
100,0.0025,0,1,1,0.16,0.7125,0
100,0.0025,0,1,1,0.29,0.7152,0
100,0.0025,0,1,1,0.42,0.7185,0
100,0.0025,0,1,1,0.55,0.7239,0
100,0.0025,0,1,1,0.68,0.726,0
100,0.0025,0,1,1,0.81,0.7301,0
100,0.0025,0,1,1,0.94,0.7348,0
100,0.0025,0,1,1,1.07,0.7383,0
100,0.0025,0,1,1,1.2,0.7433,0
100,0.0025,0,1,1,1.33,0.7457,0
100,0.0025,0,1,1,1.46,0.7513,0
100,0.0025,0,1,1,1.59,0.7524,0
100,0.0025,0,1,1,1.72,0.7559,0
100,0.0025,0,1,1,1.85,0.7572,0
100,0.0025,0,1,1,1.98,0.7599,0
100,0.0025,0,1,1,2.11,0.7625,0
100,0.0025,0,1,1,2.24,0.7658,0
100,0.0025,0,1,1,2.37,0.7684,0
100,0.0025,0,1,1,2.5,0.7722,0
100,0.005,1,1,0,-4,7.834,0
100,0.005,1,1,0,-3.87,7.8519,0
100,0.005,1,1,0,-3.74,7.8785,0
100,0.005,1,1,0,-3.61,7.8109,0
100,0.005,1,1,0,-3.48,7.8287,0
100,0.005,1,1,0,-3.35,7.8128,0
100,0.005,1,1,0,-3.22,7.7273,0
100,0.005,1,1,0,-3.09,7.7903,0
100,0.005,1,1,0,-2.96,7.7027,0
100,0.005,1,1,0,-2.83,7.7389,0
100,0.005,1,1,0,-2.7,7.7038,0
100,0.005,1,1,0,-2.57,7.6975,0
100,0.005,1,1,0,-2.44,7.6457,0
100,0.005,1,1,0,-2.31,7.5934,0
100,0.005,1,1,0,-2.18,7.5447,0
100,0.005,1,1,0,-2.05,7.4548,0
100,0.005,1,1,0,-1.92,7.3752,0
100,0.005,1,1,0,-1.79,7.2527,0
100,0.005,1,1,0,-1.66,7.007,0
100,0.005,1,1,0,-1.53,6.6434,0
100,0.005,1,1,0,-1.4,6.0789,0
100,0.005,1,1,0,-1.27,4.9723,0
100,0.005,1,1,0,-1.14,3.294,0
100,0.005,1,1,0,-1.01,2.0292,0
100,0.005,1,1,0,-0.88,1.5068,0
100,0.005,1,1,0,-0.75,1.2957,0
100,0.005,1,1,0,-0.62,1.2054,0
100,0.005,1,1,0,-0.49,1.1265,0
100,0.005,1,1,0,-0.36,1.087,0
100,0.005,1,1,0,-0.23,1.0797,0
100,0.005,1,1,0,-0.1,1.0789,0
100,0.005,1,1,0,0.03,1.0774,0
100,0.005,1,1,0,0.16,1.0812,0
100,0.005,1,1,0,0.29,1.0812,0
100,0.005,1,1,0,0.42,1.0811,0
100,0.005,1,1,0,0.55,1.0818,0
100,0.005,1,1,0,0.68,1.0846,0
100,0.005,1,1,0,0.81,1.0826,0
100,0.005,1,1,0,0.94,1.0871,0
100,0.005,1,1,0,1.07,1.0871,0
100,0.005,1,1,0,1.2,1.0877,0
100,0.005,1,1,0,1.33,1.0764,0
100,0.005,1,1,0,1.46,1.0866,0
100,0.005,1,1,0,1.59,1.0881,0
100,0.005,1,1,0,1.72,1.0862,0
100,0.005,1,1,0,1.85,1.0876,0
100,0.005,1,1,0,1.98,1.0896,0
100,0.005,1,1,0,2.11,1.0931,0
100,0.005,1,1,0,2.24,1.0926,0
100,0.005,1,1,0,2.37,1.0964,0
100,0.005,1,1,0,2.5,1.0959,0
100,0.0049,1,1,0,-4,8.1743,0
100,0.0049,1,1,0,-3.87,8.1647,0
100,0.0049,1,1,0,-3.74,8.1537,0
100,0.0049,1,1,0,-3.61,8.1428,0
100,0.0049,1,1,0,-3.48,8.1346,0
100,0.0049,1,1,0,-3.35,8.1184,0
100,0.0049,1,1,0,-3.22,8.103,0
100,0.0049,1,1,0,-3.09,8.0873,0
100,0.0049,1,1,0,-2.96,8.0648,0
100,0.0049,1,1,0,-2.83,8.0397,0
100,0.0049,1,1,0,-2.7,8.0169,0
100,0.0049,1,1,0,-2.57,7.9846,0
100,0.0049,1,1,0,-2.44,7.9448,0
100,0.0049,1,1,0,-2.31,7.8957,0
100,0.0049,1,1,0,-2.18,7.8374,0
100,0.0049,1,1,0,-2.05,7.7607,0
100,0.0049,1,1,0,-1.92,7.655,0
100,0.0049,1,1,0,-1.79,7.5079,0
100,0.0049,1,1,0,-1.66,7.287,0
100,0.0049,1,1,0,-1.53,6.9239,0
100,0.0049,1,1,0,-1.4,6.2874,0
100,0.0049,1,1,0,-1.27,5.0979,0
100,0.0049,1,1,0,-1.14,3.3337,0
100,0.0049,1,1,0,-1.01,2.0526,0
100,0.0049,1,1,0,-0.88,1.5279,0
100,0.0049,1,1,0,-0.75,1.3252,0
100,0.0049,1,1,0,-0.62,1.2285,0
100,0.0049,1,1,0,-0.49,1.148,0
100,0.0049,1,1,0,-0.36,1.1055,0
100,0.0049,1,1,0,-0.23,1.0988,0
100,0.0049,1,1,0,-0.1,1.0965,0
100,0.0049,1,1,0,0.03,1.0972,0
100,0.0049,1,1,0,0.16,1.0983,0
100,0.0049,1,1,0,0.29,1.1,0
100,0.0049,1,1,0,0.42,1.0997,0
100,0.0049,1,1,0,0.55,1.1022,0
100,0.0049,1,1,0,0.68,1.1023,0
100,0.0049,1,1,0,0.81,1.1037,0
100,0.0049,1,1,0,0.94,1.1045,0
100,0.0049,1,1,0,1.07,1.1033,0
100,0.0049,1,1,0,1.2,1.1089,0
100,0.0049,1,1,0,1.33,1.1076,0
100,0.0049,1,1,0,1.46,1.1065,0
100,0.0049,1,1,0,1.59,1.1078,0
100,0.0049,1,1,0,1.72,1.113,0
100,0.0049,1,1,0,1.85,1.1114,0
100,0.0049,1,1,0,1.98,1.1125,0
100,0.0049,1,1,0,2.11,1.113,0
100,0.0049,1,1,0,2.24,1.1149,0
100,0.0049,1,1,0,2.37,1.1167,0
100,0.0049,1,1,0,2.5,1.1153,0
100,0.0102,1,1,0,-4,15.8443,0
100,0.0102,1,1,0,-3.87,15.8259,0
100,0.0102,1,1,0,-3.74,15.8041,0
100,0.0102,1,1,0,-3.61,15.7846,0
100,0.0102,1,1,0,-3.48,15.7626,0
100,0.0102,1,1,0,-3.35,15.7337,0
100,0.0102,1,1,0,-3.22,15.7,0
100,0.0102,1,1,0,-3.09,15.672,0
100,0.0102,1,1,0,-2.96,15.6375,0
100,0.0102,1,1,0,-2.83,15.5923,0
100,0.0102,1,1,0,-2.7,15.5424,0
100,0.0102,1,1,0,-2.57,15.4815,0
100,0.0102,1,1,0,-2.44,15.4127,0
100,0.0102,1,1,0,-2.31,15.3211,0
100,0.0102,1,1,0,-2.18,15.2108,0
100,0.0102,1,1,0,-2.05,15.0677,0
100,0.0102,1,1,0,-1.92,14.8802,0
100,0.0102,1,1,0,-1.79,14.6158,0
100,0.0102,1,1,0,-1.66,14.225,0
100,0.0102,1,1,0,-1.53,13.5988,0
100,0.0102,1,1,0,-1.4,12.5187,0
100,0.0102,1,1,0,-1.27,10.4861,0
100,0.0102,1,1,0,-1.14,7.1236,0
100,0.0102,1,1,0,-1.01,4.1631,0
100,0.0102,1,1,0,-0.88,2.8827,0
100,0.0102,1,1,0,-0.75,2.3837,0
100,0.0102,1,1,0,-0.62,2.1463,0
100,0.0102,1,1,0,-0.49,1.9663,0
100,0.0102,1,1,0,-0.36,1.8807,0
100,0.0102,1,1,0,-0.23,1.8643,0
100,0.0102,1,1,0,-0.1,1.8578,0
100,0.0102,1,1,0,0.03,1.8632,0
100,0.0102,1,1,0,0.16,1.8636,0
100,0.0102,1,1,0,0.29,1.865,0
100,0.0102,1,1,0,0.42,1.8688,0
100,0.0102,1,1,0,0.55,1.8687,0
100,0.0102,1,1,0,0.68,1.8699,0
100,0.0102,1,1,0,0.81,1.8703,0
100,0.0102,1,1,0,0.94,1.871,0
100,0.0102,1,1,0,1.07,1.8733,0
100,0.0102,1,1,0,1.2,1.8756,0
100,0.0102,1,1,0,1.33,1.8767,0
100,0.0102,1,1,0,1.46,1.878,0
100,0.0102,1,1,0,1.59,1.88,0
100,0.0102,1,1,0,1.72,1.8779,0
100,0.0102,1,1,0,1.85,1.8799,0
100,0.0102,1,1,0,1.98,1.8867,0
100,0.0102,1,1,0,2.11,1.8828,0
100,0.0102,1,1,0,2.24,1.8833,0
100,0.0102,1,1,0,2.37,1.8851,0
100,0.0102,1,1,0,2.5,1.888,0
100,0.01,1,1,0,-4,15.7058,0
100,0.01,1,1,0,-3.87,15.6922,0
100,0.01,1,1,0,-3.74,15.6727,0
100,0.01,1,1,0,-3.61,15.655,0
100,0.01,1,1,0,-3.48,15.6281,0
100,0.01,1,1,0,-3.35,15.6054,0
100,0.01,1,1,0,-3.22,15.5749,0
100,0.01,1,1,0,-3.09,15.5431,0
100,0.01,1,1,0,-2.96,15.5026,0
100,0.01,1,1,0,-2.83,15.4631,0
100,0.01,1,1,0,-2.7,15.4096,0
100,0.01,1,1,0,-2.57,15.3495,0
100,0.01,1,1,0,-2.44,15.2788,0
100,0.01,1,1,0,-2.31,15.1941,0
100,0.01,1,1,0,-2.18,15.0801,0
100,0.01,1,1,0,-2.05,14.937,0
100,0.01,1,1,0,-1.92,14.7421,0
100,0.01,1,1,0,-1.79,14.4782,0
100,0.01,1,1,0,-1.66,14.0753,0
100,0.01,1,1,0,-1.53,13.4348,0
100,0.01,1,1,0,-1.4,12.3124,0
100,0.01,1,1,0,-1.27,10.1914,0
100,0.01,1,1,0,-1.14,6.7768,0
100,0.01,1,1,0,-1.01,3.9938,0
100,0.01,1,1,0,-0.88,2.8323,0
100,0.01,1,1,0,-0.75,2.3776,0
100,0.01,1,1,0,-0.62,2.1535,0
100,0.01,1,1,0,-0.49,1.9844,0
100,0.01,1,1,0,-0.36,1.9031,0
100,0.01,1,1,0,-0.23,1.8845,0
100,0.01,1,1,0,-0.1,1.8827,0
100,0.01,1,1,0,0.03,1.8837,0
100,0.01,1,1,0,0.16,1.8799,0
100,0.01,1,1,0,0.29,1.8834,0
100,0.01,1,1,0,0.42,1.8855,0
100,0.01,1,1,0,0.55,1.8874,0
100,0.01,1,1,0,0.68,1.8881,0
100,0.01,1,1,0,0.81,1.89,0
100,0.01,1,1,0,0.94,1.8917,0
100,0.01,1,1,0,1.07,1.8945,0
100,0.01,1,1,0,1.2,1.8962,0
100,0.01,1,1,0,1.33,1.8983,0
100,0.01,1,1,0,1.46,1.8989,0
100,0.01,1,1,0,1.59,1.901,0
100,0.01,1,1,0,1.72,1.9051,0
100,0.01,1,1,0,1.85,1.9074,0
100,0.01,1,1,0,1.98,1.9072,0
100,0.01,1,1,0,2.11,1.9108,0
100,0.01,1,1,0,2.24,1.9128,0
100,0.01,1,1,0,2.37,1.9122,0
100,0.01,1,1,0,2.5,1.9143,0
100,0.0026,1,1,0,-4,4.0653,0
100,0.0026,1,1,0,-3.87,4.0595,0
100,0.0026,1,1,0,-3.74,4.0548,0
100,0.0026,1,1,0,-3.61,4.0508,0
100,0.0026,1,1,0,-3.48,4.0446,0
100,0.0026,1,1,0,-3.35,4.0387,0
100,0.0026,1,1,0,-3.22,4.0306,0
100,0.0026,1,1,0,-3.09,4.0185,0
100,0.0026,1,1,0,-2.96,4.01,0
100,0.0026,1,1,0,-2.83,3.9992,0
100,0.0026,1,1,0,-2.7,3.9874,0
100,0.0026,1,1,0,-2.57,3.9702,0
100,0.0026,1,1,0,-2.44,3.9515,0
100,0.0026,1,1,0,-2.31,3.9268,0
100,0.0026,1,1,0,-2.18,3.8986,0
100,0.0026,1,1,0,-2.05,3.8615,0
100,0.0026,1,1,0,-1.92,3.8016,0
100,0.0026,1,1,0,-1.79,3.7247,0
100,0.0026,1,1,0,-1.66,3.607,0
100,0.0026,1,1,0,-1.53,3.4133,0
100,0.0026,1,1,0,-1.4,3.067,0
100,0.0026,1,1,0,-1.27,2.4495,0
100,0.0026,1,1,0,-1.14,1.6338,0
100,0.0026,1,1,0,-1.01,1.0921,0
100,0.0026,1,1,0,-0.88,0.8685,0
100,0.0026,1,1,0,-0.75,0.7802,0
100,0.0026,1,1,0,-0.62,0.7381,0
100,0.0026,1,1,0,-0.49,0.7022,0
100,0.0026,1,1,0,-0.36,0.6832,0
100,0.0026,1,1,0,-0.23,0.6807,0
100,0.0026,1,1,0,-0.1,0.6806,0
100,0.0026,1,1,0,0.03,0.6769,0
100,0.0026,1,1,0,0.16,0.6815,0
100,0.0026,1,1,0,0.29,0.6813,0
100,0.0026,1,1,0,0.42,0.6851,0
100,0.0026,1,1,0,0.55,0.6867,0
100,0.0026,1,1,0,0.68,0.6895,0
100,0.0026,1,1,0,0.81,0.6887,0
100,0.0026,1,1,0,0.94,0.6904,0
100,0.0026,1,1,0,1.07,0.6951,0
100,0.0026,1,1,0,1.2,0.6934,0
100,0.0026,1,1,0,1.33,0.6947,0
100,0.0026,1,1,0,1.46,0.6971,0
100,0.0026,1,1,0,1.59,0.697,0
100,0.0026,1,1,0,1.72,0.6987,0
100,0.0026,1,1,0,1.85,0.6958,0
100,0.0026,1,1,0,1.98,0.6984,0
100,0.0026,1,1,0,2.11,0.6989,0
100,0.0026,1,1,0,2.24,0.6999,0
100,0.0026,1,1,0,2.37,0.7005,0
100,0.0026,1,1,0,2.5,0.7011,0
100,0.0025,1,1,0,-4,4.1208,0
100,0.0025,1,1,0,-3.87,4.1166,0
100,0.0025,1,1,0,-3.74,4.1123,0
100,0.0025,1,1,0,-3.61,4.105,0
100,0.0025,1,1,0,-3.48,4.0991,0
100,0.0025,1,1,0,-3.35,4.0926,0
100,0.0025,1,1,0,-3.22,4.085,0
100,0.0025,1,1,0,-3.09,4.0764,0
100,0.0025,1,1,0,-2.96,4.0688,0
100,0.0025,1,1,0,-2.83,4.0552,0
100,0.0025,1,1,0,-2.7,4.101,0
100,0.0025,1,1,0,-2.57,4.0266,0
100,0.0025,1,1,0,-2.44,4.0047,0
100,0.0025,1,1,0,-2.31,3.9815,0
100,0.0025,1,1,0,-2.18,3.9516,0
100,0.0025,1,1,0,-2.05,3.9121,0
100,0.0025,1,1,0,-1.92,3.857,0
100,0.0025,1,1,0,-1.79,3.7788,0
100,0.0025,1,1,0,-1.66,3.6554,0
100,0.0025,1,1,0,-1.53,3.4576,0
100,0.0025,1,1,0,-1.4,3.1067,0
100,0.0025,1,1,0,-1.27,2.4764,0
100,0.0025,1,1,0,-1.14,1.6438,0
100,0.0025,1,1,0,-1.01,1.0944,0
100,0.0025,1,1,0,-0.88,0.8681,0
100,0.0025,1,1,0,-0.75,0.778,0
100,0.0025,1,1,0,-0.62,0.7366,0
100,0.0025,1,1,0,-0.49,0.7057,0
100,0.0025,1,1,0,-0.36,0.6817,0
100,0.0025,1,1,0,-0.23,0.6785,0
100,0.0025,1,1,0,-0.1,0.6799,0
100,0.0025,1,1,0,0.03,0.6786,0
100,0.0025,1,1,0,0.16,0.6799,0
100,0.0025,1,1,0,0.29,0.6794,0
100,0.0025,1,1,0,0.42,0.6809,0
100,0.0025,1,1,0,0.55,0.6822,0
100,0.0025,1,1,0,0.68,0.6846,0
100,0.0025,1,1,0,0.81,0.6853,0
100,0.0025,1,1,0,0.94,0.6864,0
100,0.0025,1,1,0,1.07,0.6867,0
100,0.0025,1,1,0,1.2,0.6869,0
100,0.0025,1,1,0,1.33,0.6869,0
100,0.0025,1,1,0,1.46,0.69,0
100,0.0025,1,1,0,1.59,0.688,0
100,0.0025,1,1,0,1.72,0.6905,0
100,0.0025,1,1,0,1.85,0.693,0
100,0.0025,1,1,0,1.98,0.6913,0
100,0.0025,1,1,0,2.11,0.6926,0
100,0.0025,1,1,0,2.24,0.6917,0
100,0.0025,1,1,0,2.37,0.6953,0
100,0.0025,1,1,0,2.5,0.6938,0
100,0.005,1,1,1,-4,8.631,0
100,0.005,1,1,1,-3.87,8.6197,0
100,0.005,1,1,1,-3.74,8.6089,0
100,0.005,1,1,1,-3.61,8.5998,0
100,0.005,1,1,1,-3.48,8.5846,0
100,0.005,1,1,1,-3.35,8.5756,0
100,0.005,1,1,1,-3.22,8.5578,0
100,0.005,1,1,1,-3.09,8.5407,0
100,0.005,1,1,1,-2.96,8.5222,0
100,0.005,1,1,1,-2.83,8.5004,0
100,0.005,1,1,1,-2.7,8.4737,0
