frequency_kHz,area_mm2,RCA_STD,Dry_Wet,T21_T23,Voltage_V,Cm_pF,Cm_pred_pF
1.0,0.005,0.0,1.0,0.0,-4.0,7.599,7.6465888023376465
1.0,0.005,0.0,1.0,0.0,-3.87,7.5796,7.614909648895264
1.0,0.005,0.0,1.0,0.0,-3.7400000000000007,7.5782,7.5832390785217285
1.0,0.005,0.0,1.0,0.0,-3.61,7.5627,7.527132511138916
1.0,0.005,0.0,1.0,0.0,-3.4800000000000004,7.5555,7.46057653427124
1.0,0.005,0.0,1.0,0.0,-3.35,7.5428,7.3949761390686035
1.0,0.005,0.0,1.0,0.0,-3.22,7.512800000000001,7.335887908935547
1.0,0.005,0.0,1.0,0.0,-3.09,7.5221,7.286370754241943
1.0,0.005,0.0,1.0,0.0,-2.96,7.5058,7.246914863586426
1.0,0.005,0.0,1.0,0.0,-2.83,7.4668,7.248201370239258
1.0,0.005,0.0,1.0,0.0,-2.7,7.4362,7.249492645263672
1.0,0.005,0.0,1.0,0.0,-2.57,7.410000000000001,7.250784397125244
1.0,0.005,0.0,1.0,0.0,-2.44,7.381899999999999,7.252065658569336
1.0,0.005,0.0,1.0,0.0,-2.31,7.3295,7.253354549407959
1.0,0.005,0.0,1.0,0.0,-2.18,7.2834,7.254644393920898
1.0,0.005,0.0,1.0,0.0,-2.05,7.1922,7.255931854248047
1.0,0.005,0.0,1.0,0.0,-1.9200000000000002,7.1094,7.2243218421936035
1.0,0.005,0.0,1.0,0.0,-1.79,7.0037,7.0755815505981445
1.0,0.005,0.0,1.0,0.0,-1.66,6.8013,6.846446514129639
1.0,0.005,0.0,1.0,0.0,-1.53,6.4762,6.4466776847839355
1.0,0.005,0.0,1.0,0.0,-1.4,5.9339,6.046908378601074
1.0,0.005,0.0,1.0,0.0,-1.2699999999999998,4.8914,5.001092433929443
1.0,0.005,0.0,1.0,0.0,-1.1399999999999997,3.3418,2.8337581157684326
1.0,0.005,0.0,1.0,0.0,-1.01,2.3145,2.2303709983825684
1.0,0.005,0.0,1.0,0.0,-0.8799999999999999,1.9022,1.8767977952957153
1.0,0.005,0.0,1.0,0.0,-0.7500000000000002,1.5093,1.5768846273422241
1.0,0.005,0.0,1.0,0.0,-0.6200000000000001,1.8834,1.276971459388733
1.0,0.005,0.0,1.0,0.0,-0.49,2.9523,3.590404987335205
1.0,0.005,0.0,1.0,0.0,-0.3599999999999999,4.9405,5.573691368103027
1.0,0.005,0.0,1.0,0.0,-0.22999999999999976,5.8892,6.059233665466309
1.0,0.005,0.0,1.0,0.0,-0.09999999999999964,6.3088,6.5593390464782715
1.0,0.005,0.0,1.0,0.0,0.02999999999999975,6.5335,6.738882064819336
1.0,0.005,0.0,1.0,0.0,0.15999999999999986,6.649,6.852335453033447
1.0,0.005,0.0,1.0,0.0,0.29,6.7669,6.896162986755371
1.0,0.005,0.0,1.0,0.0,0.4200000000000001,6.8393,6.926565647125244
1.0,0.005,0.0,1.0,0.0,0.5500000000000002,6.8943,6.956968307495117
1.0,0.005,0.0,1.0,0.0,0.6800000000000003,6.9594,7.006300926208496
1.0,0.005,0.0,1.0,0.0,0.8099999999999997,6.9858,7.063137531280518
1.0,0.005,0.0,1.0,0.0,0.9399999999999998,7.0149,7.119976043701172
1.0,0.005,0.0,1.0,0.0,1.0699999999999998,7.0636,7.17681360244751
1.0,0.005,0.0,1.0,0.0,1.2,7.0888,7.2336506843566895
1.0,0.005,0.0,1.0,0.0,1.33,7.1137,7.29049015045166
1.0,0.005,0.0,1.0,0.0,1.4600000000000002,7.1077,7.347326278686523
1.0,0.005,0.0,1.0,0.0,1.5900000000000003,7.1404,7.404164791107178
