frequency_kHz,area_mm2,RCA_STD,Dry_Wet,T21_T23,Voltage_V,Cm_pF,Cm_pred_pF
1.0,0.005,0.0,1.0,0.0,-4.0,7.599,7.962521553039551
1.0,0.005,0.0,1.0,0.0,-3.87,7.5796,7.9375715255737305
1.0,0.005,0.0,1.0,0.0,-3.7400000000000007,7.5782,7.907816410064697
1.0,0.005,0.0,1.0,0.0,-3.61,7.5627,7.868943691253662
1.0,0.005,0.0,1.0,0.0,-3.4800000000000004,7.5555,7.831055164337158
1.0,0.005,0.0,1.0,0.0,-3.35,7.5428,7.830359935760498
1.0,0.005,0.0,1.0,0.0,-3.22,7.512800000000001,7.826181888580322
1.0,0.005,0.0,1.0,0.0,-3.09,7.5221,7.792778968811035
1.0,0.005,0.0,1.0,0.0,-2.96,7.5058,7.759377956390381
1.0,0.005,0.0,1.0,0.0,-2.83,7.4668,7.725974082946777
1.0,0.005,0.0,1.0,0.0,-2.7,7.4362,7.688525676727295
1.0,0.005,0.0,1.0,0.0,-2.57,7.410000000000001,7.579384803771973
1.0,0.005,0.0,1.0,0.0,-2.44,7.381899999999999,7.531513214111328
1.0,0.005,0.0,1.0,0.0,-2.31,7.3295,7.530451774597168
1.0,0.005,0.0,1.0,0.0,-2.18,7.2834,7.535528659820557
1.0,0.005,0.0,1.0,0.0,-2.05,7.1922,7.457037925720215
1.0,0.005,0.0,1.0,0.0,-1.9200000000000002,7.1094,7.362684726715088
1.0,0.005,0.0,1.0,0.0,-1.79,7.0037,7.26902961730957
1.0,0.005,0.0,1.0,0.0,-1.66,6.8013,6.928633689880371
1.0,0.005,0.0,1.0,0.0,-1.53,6.4762,6.375357151031494
1.0,0.005,0.0,1.0,0.0,-1.4,5.9339,5.721358776092529
1.0,0.005,0.0,1.0,0.0,-1.2699999999999998,4.8914,4.7517170906066895
1.0,0.005,0.0,1.0,0.0,-1.1399999999999997,3.3418,3.1619226932525635
1.0,0.005,0.0,1.0,0.0,-1.01,2.3145,2.2294321060180664
1.0,0.005,0.0,1.0,0.0,-0.8799999999999999,1.9022,1.6255911588668823
1.0,0.005,0.0,1.0,0.0,-0.7500000000000002,1.5093,1.777211308479309
1.0,0.005,0.0,1.0,0.0,-0.6200000000000001,1.8834,2.4066038131713867
1.0,0.005,0.0,1.0,0.0,-0.49,2.9523,3.565080165863037
1.0,0.005,0.0,1.0,0.0,-0.3599999999999999,4.9405,4.876379489898682
1.0,0.005,0.0,1.0,0.0,-0.22999999999999976,5.8892,5.995870590209961
1.0,0.005,0.0,1.0,0.0,-0.09999999999999964,6.3088,6.551846027374268
1.0,0.005,0.0,1.0,0.0,0.02999999999999975,6.5335,6.8711090087890625
1.0,0.005,0.0,1.0,0.0,0.15999999999999986,6.649,7.032368183135986
1.0,0.005,0.0,1.0,0.0,0.29,6.7669,7.12557315826416
1.0,0.005,0.0,1.0,0.0,0.4200000000000001,6.8393,7.1945295333862305
1.0,0.005,0.0,1.0,0.0,0.5500000000000002,6.8943,7.263485908508301
1.0,0.005,0.0,1.0,0.0,0.6800000000000003,6.9594,7.332440376281738
1.0,0.005,0.0,1.0,0.0,0.8099999999999997,6.9858,7.399172306060791
1.0,0.005,0.0,1.0,0.0,0.9399999999999998,7.0149,7.458411693572998
1.0,0.005,0.0,1.0,0.0,1.0699999999999998,7.0636,7.497366905212402
1.0,0.005,0.0,1.0,0.0,1.2,7.0888,7.528533935546875
1.0,0.005,0.0,1.0,0.0,1.33,7.1137,7.555475234985352
1.0,0.005,0.0,1.0,0.0,1.4600000000000002,7.1077,7.576296329498291
1.0,0.005,0.0,1.0,0.0,1.5900000000000003,7.1404,7.596796989440918
1.0,0.005,0.0,1.0,0.0,1.7200000000000004,7.1725,7.617354869842529
1.0,0.005,0.0,1.0,0.0,1.8500000000000005,7.1873,7.637911319732666
1.0,0.005,0.0,1.0,0.0,1.98,7.2038,7.656152725219727
1.0,0.005,0.0,1.0,0.0,2.11,7.2047,7.674059867858887
