frequency_kHz,area_mm2,RCA_STD,Dry_Wet,T21_T23,Voltage_V,Cm_pF,Cm_pred_pF
1.0,0.005,0.0,1.0,0.0,-4.0,7.599,7.448939323425293
1.0,0.005,0.0,1.0,0.0,-3.87,7.5796,7.444979190826416
1.0,0.005,0.0,1.0,0.0,-3.7400000000000007,7.5782,7.44102144241333
1.0,0.005,0.0,1.0,0.0,-3.61,7.5627,7.437058925628662
1.0,0.005,0.0,1.0,0.0,-3.4800000000000004,7.555500000000001,7.4330973625183105
1.0,0.005,0.0,1.0,0.0,-3.35,7.5428,7.42913818359375
1.0,0.005,0.0,1.0,0.0,-3.22,7.5128,7.423922061920166
1.0,0.005,0.0,1.0,0.0,-3.09,7.5221,7.42793607711792
1.0,0.005,0.0,1.0,0.0,-2.96,7.505799999999999,7.449584007263184
1.0,0.005,0.0,1.0,0.0,-2.83,7.466799999999999,7.4505295753479
1.0,0.005,0.0,1.0,0.0,-2.7,7.4362,7.434965133666992
1.0,0.005,0.0,1.0,0.0,-2.57,7.41,7.415672302246094
1.0,0.005,0.0,1.0,0.0,-2.44,7.3819,7.372757911682129
1.0,0.005,0.0,1.0,0.0,-2.31,7.3295,7.322177886962891
1.0,0.005,0.0,1.0,0.0,-2.18,7.2834,7.248998641967773
1.0,0.005,0.0,1.0,0.0,-2.05,7.192200000000001,7.129979610443115
1.0,0.005,0.0,1.0,0.0,-1.9200000000000002,7.109400000000001,7.024775981903076
1.0,0.005,0.0,1.0,0.0,-1.79,7.0037,6.886422634124756
1.0,0.005,0.0,1.0,0.0,-1.66,6.8013,6.732852935791016
1.0,0.005,0.0,1.0,0.0,-1.53,6.4761999999999995,6.244129657745361
1.0,0.005,0.0,1.0,0.0,-1.4,5.9339,5.783252239227295
1.0,0.005,0.0,1.0,0.0,-1.2699999999999998,4.8914,4.791973114013672
1.0,0.005,0.0,1.0,0.0,-1.1399999999999997,3.3418,3.0253233909606934
1.0,0.005,0.0,1.0,0.0,-1.01,2.3145,2.1663527488708496
1.0,0.005,0.0,1.0,0.0,-0.8799999999999999,1.9022,1.8449301719665527
1.0,0.005,0.0,1.0,0.0,-0.7500000000000002,1.5092999999999999,1.8173490762710571
1.0,0.005,0.0,1.0,0.0,-0.6200000000000001,1.8834,2.133727550506592
1.0,0.005,0.0,1.0,0.0,-0.49,2.9523,3.392449378967285
1.0,0.005,0.0,1.0,0.0,-0.3599999999999999,4.940500000000001,5.299454212188721
1.0,0.005,0.0,1.0,0.0,-0.22999999999999976,5.8892,6.359167575836182
1.0,0.005,0.0,1.0,0.0,-0.09999999999999964,6.308799999999999,6.576552391052246
1.0,0.005,0.0,1.0,0.0,0.02999999999999975,6.5335,6.685258865356445
1.0,0.005,0.0,1.0,0.0,0.15999999999999986,6.649,6.761630058288574
1.0,0.005,0.0,1.0,0.0,0.29,6.7669,6.796807765960693
1.0,0.005,0.0,1.0,0.0,0.4200000000000001,6.8393,6.831986427307129
1.0,0.005,0.0,1.0,0.0,0.5500000000000002,6.894300000000001,6.867164611816406
1.0,0.005,0.0,1.0,0.0,0.6800000000000003,6.9594,6.902342319488525
1.0,0.005,0.0,1.0,0.0,0.8099999999999997,6.985799999999999,6.917921543121338
1.0,0.005,0.0,1.0,0.0,0.9399999999999998,7.014899999999999,6.931872844696045
1.0,0.005,0.0,1.0,0.0,1.0699999999999998,7.0636,6.942997455596924
1.0,0.005,0.0,1.0,0.0,1.2,7.0888,6.952970504760742
1.0,0.005,0.0,1.0,0.0,1.33,7.1137,6.962944984436035
1.0,0.005,0.0,1.0,0.0,1.4600000000000002,7.107700000000001,6.972919940948486
1.0,0.005,0.0,1.0,0.0,1.5900000000000003,7.1404,6.982893466949463
1.0,0.005,0.0,1.0,0.0,1.7200000000000004,7.1725,6.992868900299072
1.0,0.005,0.0,1.0,0.0,1.8500000000000005,7.1873,7.002843379974365
1.0,0.005,0.0,1.0,0.0,1.98,7.2038,7.0794901847839355
1.0,0.005,0.0,1.0,0.0,2.11,7.2047,7.148159503936768
1.0,0.005,0.0,1.0,0.0,2.24,7.2332,7.210104942321777
1.0,0.005,0.0,1.0,0.0,2.37,7.241200000000001,7.2720513343811035
1.0,0.005,0.0,1.0,0.0,2.4999999999999996,7.225,7.3339972496032715
1.0,0.0049,0.0,1.0,0.0,-4.0,7.6794,7.306071758270264
1.0,0.0049,0.0,1.0,0.0,-3.87,7.6778,7.302107810974121
1.0,0.0049,0.0,1.0,0.0,-3.7400000000000007,7.6804,7.29814338684082
1.0,0.0049,0.0,1.0,0.0,-3.61,7.6346,7.294182777404785
1.0,0.0049,0.0,1.0,0.0,-3.4800000000000004,7.6532,7.290225982666016
1.0,0.0049,0.0,1.0,0.0,-3.35,7.612499999999999,7.286264896392822
1.0,0.0049,0.0,1.0,0.0,-3.22,7.593,7.281025409698486
1.0,0.0049,0.0,1.0,0.0,-3.09,7.59,7.273931503295898
1.0,0.0049,0.0,1.0,0.0,-2.96,7.5841,7.284806251525879
1.0,0.0049,0.0,1.0,0.0,-2.83,7.540199999999999,7.286101341247559
1.0,0.0049,0.0,1.0,0.0,-2.7,7.532100000000001,7.267038345336914
1.0,0.0049,0.0,1.0,0.0,-2.57,7.4757,7.247745990753174
1.0,0.0049,0.0,1.0,0.0,-2.44,7.4372,7.223308563232422
1.0,0.0049,0.0,1.0,0.0,-2.31,7.3979,7.17411994934082
1.0,0.0049,0.0,1.0,0.0,-2.18,7.3567,7.098360061645508
1.0,0.0049,0.0,1.0,0.0,-2.05,7.2889,6.9910759925842285
1.0,0.0049,0.0,1.0,0.0,-1.9200000000000002,7.1938,6.891547679901123
1.0,0.0049,0.0,1.0,0.0,-1.79,7.0558,6.7577338218688965
