frequency_kHz,area_mm2,RCA_STD,Dry_Wet,T21_T23,Voltage_V,Cm_pF,Cm_pred_pF
1.0,0.005,0.0,1.0,0.0,-4.0,7.599,8.641324043273926
1.0,0.005,0.0,1.0,0.0,-3.87,7.5796,8.531904220581055
1.0,0.005,0.0,1.0,0.0,-3.7400000000000007,7.5782,8.42248249053955
1.0,0.005,0.0,1.0,0.0,-3.61,7.5627,8.313061714172363
1.0,0.005,0.0,1.0,0.0,-3.4800000000000004,7.5555,8.20363998413086
1.0,0.005,0.0,1.0,0.0,-3.35,7.5428,8.208488464355469
1.0,0.005,0.0,1.0,0.0,-3.22,7.512800000000001,8.207686424255371
1.0,0.005,0.0,1.0,0.0,-3.09,7.5221,8.20688247680664
1.0,0.005,0.0,1.0,0.0,-2.96,7.5058,8.206079483032227
1.0,0.005,0.0,1.0,0.0,-2.83,7.4668,8.205863952636719
1.0,0.005,0.0,1.0,0.0,-2.7,7.4362,8.31409740447998
1.0,0.005,0.0,1.0,0.0,-2.57,7.410000000000001,8.415258407592773
1.0,0.005,0.0,1.0,0.0,-2.44,7.381899999999999,8.438314437866211
1.0,0.005,0.0,1.0,0.0,-2.31,7.3295,8.485489845275879
1.0,0.005,0.0,1.0,0.0,-2.18,7.2834,8.532665252685547
1.0,0.005,0.0,1.0,0.0,-2.05,7.1922,8.521296501159668
1.0,0.005,0.0,1.0,0.0,-1.9200000000000002,7.1094,8.29878044128418
1.0,0.005,0.0,1.0,0.0,-1.79,7.0037,7.744943141937256
1.0,0.005,0.0,1.0,0.0,-1.66,6.8013,6.96461296081543
1.0,0.005,0.0,1.0,0.0,-1.53,6.4762,5.977762222290039
1.0,0.005,0.0,1.0,0.0,-1.4,5.9339,4.978151798248291
1.0,0.005,0.0,1.0,0.0,-1.2699999999999998,4.8914,4.097810745239258
1.0,0.005,0.0,1.0,0.0,-1.1399999999999997,3.3418,3.398343801498413
1.0,0.005,0.0,1.0,0.0,-1.01,2.3145,2.865725040435791
1.0,0.005,0.0,1.0,0.0,-0.8799999999999999,1.9022,2.4970221519470215
1.0,0.005,0.0,1.0,0.0,-0.7500000000000002,1.5093,3.084005355834961
1.0,0.005,0.0,1.0,0.0,-0.6200000000000001,1.8834,4.092020511627197
1.0,0.005,0.0,1.0,0.0,-0.49,2.9523,5.203245639801025
1.0,0.005,0.0,1.0,0.0,-0.3599999999999999,4.9405,6.087969779968262
1.0,0.005,0.0,1.0,0.0,-0.22999999999999976,5.8892,6.495972156524658
1.0,0.005,0.0,1.0,0.0,-0.09999999999999964,6.3088,6.783660411834717
1.0,0.005,0.0,1.0,0.0,0.02999999999999975,6.5335,7.065500736236572
1.0,0.005,0.0,1.0,0.0,0.15999999999999986,6.649,7.232790946960449
1.0,0.005,0.0,1.0,0.0,0.29,6.7669,7.3776774406433105
1.0,0.005,0.0,1.0,0.0,0.4200000000000001,6.8393,7.45725154876709
1.0,0.005,0.0,1.0,0.0,0.5500000000000002,6.8943,7.5181169509887695
1.0,0.005,0.0,1.0,0.0,0.6800000000000003,6.9594,7.560150146484375
1.0,0.005,0.0,1.0,0.0,0.8099999999999997,6.9858,7.591675758361816
1.0,0.005,0.0,1.0,0.0,0.9399999999999998,7.0149,7.622931957244873
1.0,0.005,0.0,1.0,0.0,1.0699999999999998,7.0636,7.631414413452148
1.0,0.005,0.0,1.0,0.0,1.2,7.0888,7.63989782333374
1.0,0.005,0.0,1.0,0.0,1.33,7.1137,7.652727127075195
1.0,0.005,0.0,1.0,0.0,1.4600000000000002,7.1077,7.705498218536377
1.0,0.005,0.0,1.0,0.0,1.5900000000000003,7.1404,7.75827169418335
1.0,0.005,0.0,1.0,0.0,1.7200000000000004,7.1725,7.809878349304199
1.0,0.005,0.0,1.0,0.0,1.8500000000000005,7.1873,7.855557441711426
1.0,0.005,0.0,1.0,0.0,1.98,7.2038,7.866168975830078
1.0,0.005,0.0,1.0,0.0,2.11,7.2047,7.907657146453857
1.0,0.005,0.0,1.0,0.0,2.24,7.2332,7.949143886566162
1.0,0.005,0.0,1.0,0.0,2.37,7.2412,7.990631103515625
1.0,0.005,0.0,1.0,0.0,2.4999999999999996,7.225,8.032118797302246
1.0,0.0049,0.0,1.0,0.0,-4.0,7.6794,8.449487686157227
1.0,0.0049,0.0,1.0,0.0,-3.87,7.6777999999999995,8.340066909790039
1.0,0.0049,0.0,1.0,0.0,-3.7400000000000007,7.6804,8.230645179748535
1.0,0.0049,0.0,1.0,0.0,-3.61,7.6346,8.121224403381348
1.0,0.0049,0.0,1.0,0.0,-3.4800000000000004,7.6532,8.01180362701416
1.0,0.0049,0.0,1.0,0.0,-3.35,7.6125,8.012409210205078
1.0,0.0049,0.0,1.0,0.0,-3.22,7.593,8.037385940551758
1.0,0.0049,0.0,1.0,0.0,-3.09,7.59,8.036584854125977
1.0,0.0049,0.0,1.0,0.0,-2.96,7.5841,8.035780906677246
1.0,0.0049,0.0,1.0,0.0,-2.83,7.5402,8.035741806030273
1.0,0.0049,0.0,1.0,0.0,-2.7,7.5321,8.143977165222168
1.0,0.0049,0.0,1.0,0.0,-2.57,7.4757,8.229283332824707
1.0,0.0049,0.0,1.0,0.0,-2.44,7.4372,8.276458740234375
1.0,0.0049,0.0,1.0,0.0,-2.31,7.3979,8.323633193969727
1.0,0.0049,0.0,1.0,0.0,-2.18,7.3567,8.370807647705078
1.0,0.0049,0.0,1.0,0.0,-2.05,7.288899999999999,8.354947090148926
1.0,0.0049,0.0,1.0,0.0,-1.9200000000000002,7.1938,8.146441459655762
1.0,0.0049,0.0,1.0,0.0,-1.79,7.0558,7.630814075469971
1.0,0.0049,0.0,1.0,0.0,-1.66,6.8186,6.855683326721191
1.0,0.0049,0.0,1.0,0.0,-1.53,6.514999999999999,5.891535758972168
1.0,0.0049,0.0,1.0,0.0,-1.4,5.9202,4.91892147064209
1.0,0.0049,0.0,1.0,0.0,-1.2699999999999998,4.8869,4.038819789886475
1.0,0.0049,0.0,1.0,0.0,-1.1399999999999997,3.3288,3.3628454208374023
1.0,0.0049,0.0,1.0,0.0,-1.01,2.3169,2.8265206813812256
1.0,0.0049,0.0,1.0,0.0,-0.8799999999999999,1.9327,2.4502758979797363
1.0,0.0049,0.0,1.0,0.0,-0.7500000000000002,1.641,2.9997642040252686
1.0,0.0049,0.0,1.0,0.0,-0.6200000000000001,2.0665,4.0068464279174805
1.0,0.0049,0.0,1.0,0.0,-0.49,3.2655,5.12333869934082
1.0,0.0049,0.0,1.0,0.0,-0.3599999999999999,5.273000000000001,6.021509647369385
1.0,0.0049,0.0,1.0,0.0,-0.22999999999999976,6.1592,6.3939385414123535
1.0,0.0049,0.0,1.0,0.0,-0.09999999999999964,6.5814,6.6952948570251465
1.0,0.0049,0.0,1.0,0.0,0.02999999999999975,6.7946,6.962944507598877
1.0,0.0049,0.0,1.0,0.0,0.15999999999999986,6.956199999999999,7.1156535148620605
1.0,0.0049,0.0,1.0,0.0,0.29,7.0517,7.252175331115723
1.0,0.0049,0.0,1.0,0.0,0.4200000000000001,7.1309,7.308073997497559
1.0,0.0049,0.0,1.0,0.0,0.5500000000000002,7.207000000000001,7.345663070678711
1.0,0.0049,0.0,1.0,0.0,0.6800000000000003,7.248,7.361219882965088
1.0,0.0049,0.0,1.0,0.0,0.8099999999999997,7.2797,7.369702339172363
1.0,0.0049,0.0,1.0,0.0,0.9399999999999998,7.3064,7.378185749053955
1.0,0.0049,0.0,1.0,0.0,1.0699999999999998,7.3581,7.386668682098389
1.0,0.0049,0.0,1.0,0.0,1.2,7.3964,7.418991565704346
1.0,0.0049,0.0,1.0,0.0,1.33,7.405700000000001,7.471764087677002
1.0,0.0049,0.0,1.0,0.0,1.4600000000000002,7.3964,7.5245361328125
1.0,0.0049,0.0,1.0,0.0,1.5900000000000003,7.4129000000000005,7.5773091316223145
1.0,0.0049,0.0,1.0,0.0,1.7200000000000004,7.4397,7.6288909912109375
